 -7.0125780000000006e+001	  6.0874555999999998e+001	
 -6.9994358000000005e+001	  6.0912106000000001e+001	
 -6.9830078999999998e+001	  6.0937921000000003e+001	
 -6.9752634000000000e+001	  6.0959041999999997e+001	
 -6.9773754999999994e+001	  6.1024754000000001e+001	
 -6.9651719999999997e+001	  6.1062303000000000e+001	
 -6.9541419000000005e+001	  6.0970776999999998e+001	
 -6.9442851000000005e+001	  6.0907412000000001e+001	
 -6.9431117000000000e+001	  6.0853434999999998e+001	
 -6.9454586000000006e+001	  6.0808844999999998e+001	
 -6.9541419000000005e+001	  6.0745480000000001e+001	
 -6.9696309999999997e+001	  6.0686810000000001e+001	
 -6.9696309999999997e+001	  6.0616405000000000e+001	
 -6.9729164999999995e+001	  6.0529572000000002e+001	
 -6.9696309999999997e+001	  6.0452126000000000e+001	
 -6.9708044000000001e+001	  6.0398148999999997e+001	
 -6.9630598000000006e+001	  6.0386415000000000e+001	
 -6.9597742999999994e+001	  6.0323050000000002e+001	
 -6.9586008000000007e+001	  6.0250298000000001e+001	
 -6.9487441000000004e+001	  6.0163465000000002e+001	
 -6.9421729999999997e+001	  6.0093060000000001e+001	
 -6.9532031000000003e+001	  6.0076631999999996e+001	
 -6.9675188000000006e+001	  6.0076631999999996e+001	
 -6.9696309999999997e+001	  6.0036735999999998e+001	
 -6.9762021000000004e+001	  6.0003881000000000e+001	
 -6.9982624000000001e+001	  6.0003881000000000e+001	
 -6.9982624000000001e+001	  6.0003881000000000e+001	
 -7.0137514999999993e+001	  6.0025002000000001e+001	
 -7.0182105000000007e+001	  6.0025002000000001e+001	
 -7.0304140000000004e+001	  6.0025002000000001e+001	
 -7.0480153000000001e+001	  6.0015614999999997e+001	
 -7.0766465999999994e+001	  6.0036735999999998e+001	
 -7.0975335000000001e+001	  6.0097754000000002e+001	
 -7.1163082000000003e+001	  6.0086019999999998e+001	
 -7.1261649000000006e+001	  6.0053164000000002e+001	
 -7.1163082000000003e+001	  6.0048470000000002e+001	
 -7.0909622999999996e+001	  6.0032043000000002e+001	
 -7.0909622999999996e+001	  6.0032043000000002e+001	
 -7.0710142000000005e+001	  5.9982759000000001e+001	
 -7.0578720000000004e+001	  5.9931128999999999e+001	
 -7.0447297000000006e+001	  5.9926434999999998e+001	
 -7.0292406000000000e+001	  5.9938169000000002e+001	
 -7.0083537000000007e+001	  5.9926434999999998e+001	
 -7.0083537000000007e+001	  5.9926434999999998e+001	
 -6.9916911999999996e+001	  5.9938169000000002e+001	
 -6.9773754999999994e+001	  5.9914701000000001e+001	
 -6.9686921999999996e+001	  5.9898273000000003e+001	
 -6.9586008000000007e+001	  5.9860723999999998e+001	
 -6.9553152999999995e+001	  5.9832562000000003e+001	
 -6.9466319999999996e+001	  5.9799706000000000e+001	
 -6.9431117000000000e+001	  5.9710526000000002e+001	
